ID	tweet	label
am_train_03482	ታህሳስ 22፣ 2012/ ሰሞኑን ከአንዳንድ ዩኒቨርስቲዎች የሚሰማው ወሬ አላምር ብሏል..የተወሰኑ ዩኒቨርስቲዎች ለመዘጋት በቋፍ ላይ መሆናቸውን እየተናገሩ ነው	neutral
am_train_03483	ጥፋተኞች እንዲያዙ እና በህግ እንዲጠየቁ አትፈልግም ነበር እንዴ? በነገራችን ላይ ስለዛ ደብዳቤ ዝም የተባለው ለምንድን ነው? ደብዳቤውን የጻፉት ሰዎች ምን ታይቷቸው ነው እንደዛ ያለ ማስጠንቀቂያ የጻፉት?	neutral
am_train_03484	እናንተ ያልፈለጋችሁኋትን ሀገር እንደፈለጋችሁ የምትዘሉበት ጊዜ አልፏል ከእንግዲህ ሀገራችን ብለን የምንጨቆንበት ጊዜ ሊያበቃ ይገባል!!!	neutral
am_train_03485	ለማንኛውም አጀንዳችንን አንዳንረሳ	neutral
am_train_03486	አሕመዲን ጀበል በኤል ቲቪ ሾው ላይ እያደረገው ያለውን ቃለ ምልልስ በቲቪ መስኮት እየተከታተልኩት ነበር።  በተለይ ሽብርተኝነትንና ተያያዥ ነገሮችን አስመልክቶ ጋዜጠኛዋን ጨምሮ ሌሎች ሙስሊም ያልሆኑ ወገኖች	neutral
am_train_03487	አይ ኢሊሙናቲዎች ናቸው ??	neutral
am_train_03488	ዩኒቨርሲቲ የተማርን እኛ የመጨረሻዎቹ... . is loading	neutral
am_train_03489	አንዱ መነሻ እስራት አስር ይላል ሊላው አስራምስት ይላል የቱን እንመን? አምስት አመት እስራት እንዲህ በቀላል አየተነበበ የሚታለፍ ነወ?	neutral
am_train_03490	መግደርደሬ ፋሽን ነው አለች? ጎንደሬዎች ግን ይህን ሁሉ ዘመን ፋሽን አይከብድም። :)	neutral
am_train_03491	እነ ከመግረፊያ የተረፈው አይፋቅበትም?  ደግሞስ ሌላው ተክል ሁሉ አንድ ነው ግልጋሎቱ ያለህ ማን ነው?	neutral
am_train_03492	ይህ ሰው ጁዋር ለኢትዮጵያ ሕልውና አደጋ ነው እና ለምርጫ ከመግባቱ ከእዚህ ቀደም ይጠቀምበት የነበረው ኢሜል እና ይዘቱ ለህዝብ ይፋ መሆን አለበት ። እውነተኛ ጁዋር የሚገኘው እዛ ውስጥ ነው	neutral
am_train_03493	አንድነት ይቅርብን አዝናኝ እና ቁም ነገር |በተዋናይ ደሳለኝ ኃይሉ	neutral
am_train_03494	ሰኒ ጥያቄው ላንቺ ነው ኳስ አፍቃሪ ስለሆንሺ።	neutral
am_train_03495	ጠቅላይ ምኒስትር ዐቢይ «ብዙዎች ብልፅግናን የሚቃወሙት እና የሚጠሉት በግልፅ ቋንቋ ሌብነት ጥዩፍ ነው። የማይሰራ፣ የማይተጋ ሰነፍ ከእኛ ጋር መቀጠል አይችልም» የሚል አቋም በመያዙ…	neutral
am_train_03496	የጠቅላላ ጉባኤው መድረክ ላይ የሚደረደሩትን ወንበሮች የሚያሳምሩት 6ቱን ሰዎች የስራ ድርሻ(JD) እና እየሰሩ ያሉትን ስራ የሚያውቅ የተቃውሞው ተቃዋሚ ካለ እስኪ ይንገረንና አብረን ተቃዋሚዎቹን እንቃወም??	neutral
am_train_03497	ስንቱን ጉድ አየነው?? የእኔ ስጋት በአርሰናል የተሳለቅነው ገና ብዙ እንዳያሳየን ነው	neutral
am_train_03498	በየትኛውም የሶሻል ሚዲያ ስሞኑን የተገደሉት  ህፃናት ጉዳይ  አንገብጋቢ  እንዳልሆነ  ግማሹ ኢትዮጵያዊ የፈረንጅ አዲስ ዓመትን ኢትዮጵያ ቁጭ ብሎ ያከብራል ዳንኪራ ይረግጣል ? ምን…	neutral
am_train_03499	የቀበሌ መታወቂያ ሳይዝ የፓርቲ አባል ይቻላል? መጀመሪያ ኢትዮጵያዊ የሚል መታወቂያ ሊኖረው ይገባል። ከፓርቲው መታውውቂያ ላይም ኢትዮጵያዊ ይላል።	neutral
am_train_03500	አባባ በመቁረቢያ ጊዜዎ ያልሽው እውነትሽ ነው። ሆ! ?????? እውነት አባባ ምን ነካቸው???	neutral
am_train_03501	ለ2020 ኢንተርናሽናል ዳኞች የፊፋ ባጅ ተሰጠ	neutral
am_train_03502	ብልፅግና ምርጫ ላይ የሚከፍለው ብዙ እዳ አለ:: ይሄ ሁሉ እያለ ግን ሌላ እዳ መጨመር (በታክስ	neutral
am_train_03503	የጥምቀተ በዓለ በዩኔስኮ መመዝገቡን አስመልክቶ በተዘጋጀው መርሀግብር ላይ የተወስደ። በደ/ፀ/ቅ/ዑ/መ/ብ/ሰ/ት/ቤት እና የማዕከል ዘማሪያን በጋራ።	neutral
am_train_03504	?????? ጆክ ኦፍ ዘ ዬር  እና የኣንክል ኢሱን መምጣት እየተጠባበቃችሁ ነዋ::  ከናንተ ጋ ኣይደለም መኖር መለመንም እንኳን እ…	neutral
am_train_03505	BBC News አማርኛ - አቦይ ስብሃት ነጋ፡ ህወሓትን የሚተካ የፖለቲካ ኃይል የለም	neutral
am_train_03506	‹‹ይህንን እንዳደርግ ሙያዬ ያስገድደኛል፤ ቤተሰቦቼም ሲያሳድጉኝ ያስተማሩኝ ይህንን ነው›› የኤቲ ኤም ማሽን አዘግይቶ የከፈለውን 4 ሺህ ብር ለባለ ቤቱ ያስረከበው ወጣት	neutral
am_train_03507	በእውነቱ እንደ ፉከራው በሀይልም ሆነ በምርጫ ትህነግ የኢትዮጵያ ህዝብን ዳግም ማሸነፍ ከቻለ  መንገዱን ጨርቅ ያድርግለት። ብዙሀኑ ህዝብ በሌላ ምእረፍ  ከተ…	neutral
am_train_03508	በጣም ደስ ይላል ግን ከደሴ እስከ አብልኮ ያለው መንገድ በጣም አስቸጋሪ ነው በነካ እጂሽ መንገዱንም አሰሪልን የዘመኗ ምርጥ	neutral
am_train_03509	ግልጽነት የሚሹት የፀጥታ ተቋማት ማሻሻያ ሥራዎች	neutral
am_train_03510	ገ/መድህን ፎቶ በስዕል (በሰዓሊ ዘላለም)፤ የጃኖ ባንድ ስቱዲዮ (ግቢ) ውስጥ::	neutral
am_train_03511	ወደ የግንኙነት ስርዓት ያስተላልፉ የሁለተኛ ደረጃ ትምህርት ቤት ተወዳጅ ምግብ ኬባ ተወዳጅ ቀለም ሰማያዊ የትርፍ ጊዜ ማሳለፊያ በአሁኑ ጊዜ የወደፊት ህልም ያልታሰበበት እየፈለገ ነው…	neutral
am_train_03512	ነገር ጥቁር ሽፋን ያለው.... የተረሳ ነገር ባህር ዛፍም ይታጠን ??	neutral
am_train_03513	እናንተም ጋ መምጣቱ አይቀርም የበላይ ትዕዛዝ	neutral
am_train_03514	ምንድነው የምሰማው? 2:0  በጣም ተንቀናል: ተደፍረናል: እንግዲህ እኔ ሜዳ ውስጥ አልገባ??	neutral
am_train_03515	ኢፌድሪ መሬት ባንክና ልማት ኮርፖሬሽን ዓላማ 7፡ በሁሉም የፌዴራል መንግሥት መስራያ ቤቶችና የልማት ድርጅቶች የተያዙ ይዞታዎችን በመለየት የይዞታ ማረጋገጫ የምስክር ወረቀት በራሱ ሥ…	neutral
am_train_03516	በነፃ አለመሆኑ እንዴት ሰላም ያመጣል?የችግሩ ምክንያት ወዲህ መፍትሄው ወዲያ አይሆንም?የሚማረውን ቁጥር ይቀሳል ግን ቁጥር ሳይሆን ወንጀል ነው ችግሩ::	neutral
am_train_03517	አዎ መሞት ብቻ ሳይሆን ስርዓተ ቀብሩ ተፈፀመ	neutral
am_train_03518	ወረዳ በተሽከርካሪ አደጋ የ13 ሰዎች ህይወት አለፈ!  በምዕራብ ወለጋ ዞን ጊምቢ ወረዳ ዛሬ ከረፋዱ አምስት ሰዓት አካባቢ በደረሰ የተሽከርካሪ አደጋ የ13 ሰዎች ሕይወት ማለፉን ፖሊስ…	neutral
am_train_03519	ሶ ከማየቴ በፊት አልነበረም ማለት ነው ሎል	neutral
am_train_03520	እረ ጉድነው ወይ ቁጥር?????? ??????????????....	neutral
am_train_03521	ኧረ ጌታ ይቅርታ ይበልህ ይሄ ለምንም አይመችም	neutral
am_train_03522	ከሰይፉ ይልቅ አብይ  በህዝብ ህይወት የበለጠ አይቀልድም።	neutral
am_train_03523	ጠ/ሚ ዶ/ር አብይ እባክዎት ከደምቢ ዶሎ ዩኒቨርሲቲ ታፍነው ተወስደው የታገቱ የአማራ ተማሪዎችን መንግስታዊ ኃላፊነትዎን በመጠቀም ያስለቅቁ እና በዚህ ዘመን ከተፈፀሙ እና እርስዎን ከ…	neutral
am_train_03524	አብርሃም አበበ የጎንደር ዩኒቨርስቲ የአማራ ተማሪዎች ማህበር ( አተማ ) ተወካይ ጎንደር 6ኛ ፖሊስ ጣቢያ ታስሯል ።እሺ ብአዴን ቅዘኑ ኦነግ በዚህ በኩል የአ…	neutral
am_train_03525	ከዚህ ልምድ በመውሰድ ፌዴራሊስቶቹም ተዋህደው ወይም ግንባር ፈጥረው እንዲመጡ እንጠብቃለን።	neutral
am_train_03526	በመጭው ቅዳሜ ፋሲል እና ባህርዳር ከነማ የሚያደርጉትን ጨዋታ አብመድ በሁሉም ጣቢያዎቹ  በቀጥታ ያስተላልፋል።	neutral
am_train_03527	እንደ ጠቅላይ ሚኒስትሩ ኤክሳይዝ ታክስ  የህብረተሰቡን ጤና ለመጠበቅ ያስችላል።ሆኖም በሲጋራ ላይ እንደዓለም ጤና ድርጅት 30%+ 8 ብር በፓኮ እንጂ ከዚህ ያነሰ ግቡን ኣያሳካም።የገ…	neutral
am_train_03528	የማህበራዊ ሚዲያ  ከቤተሰብዎ እና ከወዳጅ ጓደኛዎ ጋር የመረጃዎ ግላዊነት ተጠብቆ  ቻት የሚያደርጉበትና የፅሁፍ መልዕክት የሚለዋወጡበት መተግበሪያ ሲሆን በመተግበሪያው መረጃ ሲለዋ…	neutral
am_train_03529	እንዲሁም በሰላማዊ መንገድ በሕዝብ ነፃ ምርጫ ብቻ ተወዳድሮ ለማሸነፍ የሚሠራ/የምትሠራ ዕጩ ማቅረብ 21ኛው ክፍለዘመን…	neutral
am_train_03530	እና ሕይወት ብያኔ እና ባህላችን፣ ሚዛን አጠባበቃችን፣ በተለይ አያድርስ ከሚባሉ የጤና ዱብዳዎች ጋር ተያይዞ፥ ጨዋታ፤ የአይዳ ታደሰ ግጥም፤ የሚያሸልም ጥያቄ። 30 ደቂቃዎች አብራችሁን ቆ…	neutral
am_train_03531	እስቲ ዘረኝነቱን በማስረጃ??? እኔም ልጅ እያለሁ ፌስቡክ ላይ እስኪያባርረኝ እዘልፈው ነበር: ግን ጊዜ ጌታ ታሜ አርቆ አስተዋይ መሆኑን በግንቦት 7 እ…	neutral
am_train_03532	please  follow up on your sources ! ቤተሰቦቻቸው የታገቱባቸውን መልሳችሁ በማናገር የልጆቹ መለቀቅ እውነት መሆኑን አረጋግጡልን .. ኢቲቪን ያመነ ????	neutral
am_train_03533	እኔ ፍንጭ ከሰጠሁ የተሟላ መረጃ ማሰባሰብ የእናንተ መስሎኝ ????	neutral
am_train_03534	እሺ ብርቱ ሴት ሶስተ ቀን በጫቃ ውስጥ ተቋቋቁማ ስታበቃ፣ አንድም ሰው እንዴት ነሽ፣ አይዞሽ ሳኢላት ቀረ። እንዴትስ ቻእችው፣ በዛ ቻቃ ለሶስት ቀን ካለምንም ነገር።	neutral
am_train_03535	የጎንደሩስ ፋሲል ቢሆን እናቱ ሞጋሳ መሆኗን ልትግድ ነው። አይ የደበተራ ነገር።	neutral
am_train_03536	በፍጥነት ቀጣይ የትግል አቅጣጫውን ይፋ አድርገህ ወደ ብሄራዊ ትግል መግባት አለብህ፡፡ መካስ አለብህ፡፡ መሮጥ አለብህ፤ ግዜ የለም፡፡   6. በመጨረሻም ኮለኔል አብይ ምን ሊያደርግ…	neutral
am_train_03537	እንካን ለቅ/ላሊበላ አመታዊ የልደት በአል በሰላም አደረሳችሁ	neutral
am_train_03538	ከቀናት በፊት ይህን ስል ያዳመጠኝ አልነበረም።  ➜ከቀብር ኢራናውያን በኢራቅ ያሉ የአሜሪካ የጦር ሰፈሮች ማጥቃት ጀምራለች።  ➜Proxy War/battle እንዳልኩትም አልሸባብም ጥቃ…	neutral
am_train_03539	«እሰይ! ቅጥል!» ምናምን ብለሽ ለማስነቀል ብዙ አይሆንልሽም! ለማንኛውም ሐሳብ ስለሌለሽ ልቦልክሽ ነው። እስከጠዋት ጊዜ አለሽ። እንደልብሽ ስደቢኝና ይውጣ…	neutral
am_train_03540	ፀጉር መሰንጠቅ ይባላል እንደዚህ አይነቱ ወሬ	neutral
am_train_03541	እንዴት ነህ? ደህና ነህ?  Sincerely ፌደራል ፖሊስ	neutral
am_train_03542	ብትወደወም ብትጠላውም አለማድነቅ የማይቻል ሰው። አሳቢነት፣ እውቀት፣ ሞገስ	neutral
am_train_03543	??ጠይም ዘለግ ያለ የሰፋው ደረቱ      ፍቅር አላፊ ነው ባረገኝ እህቱ??  Good morning ??	neutral
am_train_03544	ፌዴራሊስት ሃይሎች ከባንዲራ show በዘለለ መሬት ላይ ተቋም ማቋቋም አለባቸው። ካልሆነ ወደፊት ከበፊቱ የከፋ ነገር እንደሚገጠማቸው እሙን ነው።	neutral
am_train_03545	በጣም ጥሩ :: ድያስፖራው መግዛት ይችላል?	neutral
am_train_03546	መስታዎቱ የተሰበረ መነፅር ለምንድን ነው ያደረገው???????	neutral
am_train_03547	ፓርቲ ከፈለገው ጋ ይዋሀድ ችግር የለውም ያ ነው ዲሞክራሲ ግን ኢትዮጵያ እንደ ኢትዮጵያ እንድትቀጥል ኢዜማ ይሁን ምርጫችን ❗❗	neutral
am_train_03548	ላይ የተፈጸመውን ምን?» እያሉ በኮሜንት ሲያጨናንቁት አይቼ ሣቅቼ ሞትኩ! ???? እሱ «የመስጊድ ቃጠሎና ዘረፋ» ላለማለት ቃል ያሽሞነሙናል። እነሱ «ምንድነው የተፈጸመው ጥራው እንጂ?» እያሉ ይ…	neutral
am_train_03549	ኢትዮዽያኒዝም ስለማራምድ ቢሮ አሰሩልኝ በ ጎ ፈንድ ሚ ያለው ሰውዬ ነው አ? ??????  እሰይ! ድሮስ ጉነግ??	neutral
am_train_03550	ትንሽ ቆየ ልበል…ያው ከለውጡ በኋላ ሲቆጠር ማለቴ ነው።	neutral
am_train_03551	በዚሁ ሞጁል ውስጥ የኢትዮጵያን የስነ ህንፃ፣ የሥነ ፅሁፍ፣ የዘመን አቆጣጠርና የቁጥር ታሪክ በፃፉበት ምእራፍ ሥር ስለ ግዕዝ ቁጥር አመጣጥና ችግር ሲተነትኑ??…	neutral
am_train_03552	ጌታ ሆይ አብሮን ስለተማረ ሰው መርዶ አትንገረኝ አንትሽ:: አማንን አስታወስኩት አሁን ገና ሰማሁኝ ስለሆነው ነገር	neutral
am_train_03553	ምክር ቤት ራቺብ ጣይብ ኤርዶኻን ወደ ሊቢያ ወታደር ለማዝመት ያቀረቡትን ጥያቄ አጽድቋል። የግብጽ ውጭ ጉዳይ መሥሪያ ቤት ከተ.መ. የጸጥታ ምክር ቤት የውሳኔ ሐሳብ የሚቃረን ተቀባይነት…	neutral
am_train_03554	ምንም እንኳን ሀገራችሁን ብትጠሉ፣ በሚሰራው ነገር ደስተኛ ባትሆኑ፣ ከጠላት ጋር በእናት ሀገራችሁ ማሴርና የጠላት መሳሪያ መሆን  ምንኛ ያማል።! ሬሳ!	neutral
am_train_03555	“ይህችን ሃገር ለፅንፈኞች አሳልፈን አንሠጥም”—ልደቱ አያሌው	neutral
am_train_03556	ሁለቱም ታላቂቱን ኦሮሚያና የኦሮሞን የበላይነት እየሠሩ ያሉ ናቸዉ ሌላዉ ጀዋር ይሄንን ወንጀል ሲፈፅም የህግ ከለላ ሠቶት ነዉ እስቲ…	neutral
am_train_03557	በእንድርያስ ቀበሌ የዛሬው ውሏችን ይህንን ይመስላል። በውህደቱ አስፈላጊነት ዙሪያና የውህደቱ ውጤት በሆነው የብልጽግና ፓርቲ ፕሮግራሞች ስንወያይ ውለናል። ታኅሣስ 26/2012 ዓ.ም	neutral
am_train_03558	በአዋልድ ስም ፣ “አዜሊያ ባንኮች” ፣ አሥራ ሦስቱ አጋንንት ፣ ይህንን ሰው በግርማ መንጽሔ ነበልባል ውስጥ በዘላለማዊ ስቃይ እንረግማለን። ሰይጣን መስማት ወይም…	neutral
am_train_03559	ይሂ እንደ በግ አና ዶሮ photo በኣል ጠብቆ መምጣት ጥሩ ነው ግን ምልካም በኣል	neutral
am_train_03560	በመግለጫዉም አሜሪካ በተጨማሪ 4	neutral
am_train_03561	Ewuyyyyy የአብየን ውድ እምዬ አለ ነፍጠኛ	neutral
am_train_03562	ምን አልኩ አሁን?  ????	neutral
am_train_03563	እኮ ወዴት ...ሰውን ለማስቀሰፍ አስጀምሮ ላሽ ማለትማ የለም ...  ግን ለመኝታ ቤቱ የረዳው ምነው እኔን ረሳኝ	neutral
am_train_03564	BBC News አማርኛ - በርኖስ የተሰኘው ባህላዊ ልብስ እንዳይረሳ የምትጥረው ወጣት	neutral
am_train_03565	የመተንፈሻ ብሎም የመተጋተጊያ ነፃ ሜዳ የፈጠረልንን የፌስቡክ ፈጣሪውን ማርክ ዙከንበርግንና እና ባለቤቱን Happy New Year አለማለት ንፉግነት ይመስለኛል ??	neutral
am_train_03566	InfluencerCash is a scam!   ስለ ድረ- ገፁ ትንሽ ምርምር ሲደረግ የማጭበርበርያ ዘዴዎቹ እና ያቀረባቸው ተከፋይ የተባሉ ሰዎች ፌክ እንደሆኑ መረዳት ይቻላል።   ሊንኮ…	neutral
am_train_03567	አሁን ላይ በየቦታዉ ሰልፎች ይደረጋሉ ግን ለማን ነዉ የሚጮኸዉ?አወን መንግስት አለ ግን ጆሮ ዳባ ልበስ ብሉዋል፡፡እዉነቴን ነዉ እምላችዉ ፖለቲከኞች ሊያጠፉን ቅርጠዉ ተነስተዋል፡፡ እ…	neutral
am_train_03568	መአተኛ ሰው ምን አጋጥሞህ ነው አንተ እራሱ እንዲ ያሰብከው ሀንትዬ ??????....	neutral
am_train_03569	አሁን በደረሰን መረጃ  የአዲስ አበባ ባለ አደራው ምክር ቤት ሰብሳቢ፣ የሰብአዊ መብት ተሟጋች እና ጋዜጠኛ እስክንድር ነጋ አሁን በሰላም ምሳውን በልቷል።  ስንታየሁ ቸኮል ??	neutral
am_train_03570	እንዴት ሰው ሁሉ ይህን ይረሳል?? Kongo- *konjo = ቆንጆ	neutral
am_train_03571	እኔ ራሱ የወሲብ ታሪኮችን አንብቤ ከጨረስኩ ብኋሏ ነው ኮሜንት ላይ  ጌታ ይገስፃችሁ ብዬ ምኮምተው ??????	neutral
am_train_03572	በተጨማሪም አሽከርካሪዎች የትራፊክ ሁኔታ ቀድመው እንዲያውቁና አማራጭ መንገዶችን እንዲፈልጉ መረጃ የመስጠት፣ ህጎችን የሚተላለፉ አሽከርካሪዎችን የመለየት እንዲሁም የአደጋና የደህንነት…	neutral
am_train_03573	ከጥር 15_17/2012 ታላቅ ክሩሴድ በወላይታ ሶዶ ተዘጋጅቷል ሁላችሁም ተጋብዛችኋል።	neutral
am_train_03574	የችግኝ ሚንስትር ኣብይ ሓመድ የድሮ ስርኣት ዛፎች ተቆርጠው በምትኩ በብልፅና ችግኝ ይተካል ብሏል	neutral
am_train_03575	ግን ከእናንተ ወገን ብቻ ነው ውነ ኝልገረደያእ ንም ፕላኖቻችን አስፈላጊ ናቸው ትዎለአ ስደ ንኳንእ	neutral
am_train_03576	እስራቱን ግድያውን መፈናቀሉን  ሁሉ ለ27 ዓመታት ታግሶ የኖረ ሕዝብ  ከዕስር ተለቆ ግድያ እስራት ቆሞ መንግሥት ሳይሆ የጎሳ አበጋዞች የመንደር ጎበዝ አለቆች ባስቸገሩበት ወቅት  መንግሥትን ምን አምጣ ነው ነገሩ?	neutral
am_train_03577	ባንክ ቆሜ የባንኩ ዘበኛ እየተዋከበ መጥቶ 23830 የማነው? ወደኔ እያፈጠጠ በቸኮለ አንደበት ያንተ ነው? እኔ ኮራ ብዬ  አሰብ አድርጌ ኖ የኔ አይደለም ????  ወዮ እስቲ ደህና…	neutral
am_train_03578	እኔን ደህና ነህ እንዴት ነህ ትውልድ ጋር ቀላቀልከኝ  :-)	neutral
am_train_03579	ጉሙዝ በጎንደር አይኖርም፣የጎንደር ተወላጅ ግን ጉሙዝ አለ። ጋምቤላው በደብረ ብርሃን የለም፣ የደብረ ብርሃኑ ተወላጅ ግን በጋምቤላ ሀብት አፍርቷል። የወለጋ ተወላጅ ደሴ የመሄድ ዕቅድ…	neutral
am_train_03580	የምረጡኝ ቅስቀሳ! ለሚመጣው ምርጫ፣ እኔን ብትመርጡ በዘር በሀይማኖት ፣ምትቦጣቦጡ ሰላም ያልገባችሁ፣ ለፀብ የምትሮጡ ከኪሴ መድቤ፣ ከፍተኛ ባጀት ጠብመንጃ ገጀራ፣ ታንክና የጦር ጀት…	neutral
am_train_03581	ፍሪምባ የቱ ጋር ነው የሚገኘው አንትሽ?	neutral
am_train_03582	ከሁለት ሳምንት በፊት ነበር። እሱ ፕሮቫው ነው?? ተናግሬ ነበር እኮ ያኔም	neutral
am_train_03583	እንደ አካባቢው ስያሜው ይለያያል፡፡ እኔ ያደኩበት አካባቢ ገባ ይባላል፡፡ ወደ መሀል ሀገር እና ምስራቅ ኢትዮጲያ ደግሞ ቁርቁራ ይሉታል፡፡	neutral
am_train_03584	የኢጋድ ዋና ፀሀፊ  ወርቅነህ ገበየሁ(ዶ/ር) ከወቅቱ የኢጋድ ሊቀመንበር አብደላህ ሀምዶክ ጋር ሊመክሩ ወደ ካርቱም አምርተዋል	neutral
am_train_03585	እርር ሚያረግ ነው አሁን እሄ ህፃን ልጅ ለማይረባ ነገር ሰበብ እያረጉ ልጅቹን መማገድ ምን አይነት አዕምሮ እንደሆነም አይገባኝም። እግዚአብሔር ነብሱን በአፀደ ገነት ያ…	neutral
am_train_03586	በዓውደ-አመቱ አንተ ኬክ እየበላህ ሌላው ስጋ እየቆረጠ ከሩቅ ስታይ :-) ;-) :-(	neutral
am_train_03587	አህመዲን ጀበል ስለ መጀሪያው የ1923ቱ ህገመንግስት መግቢያ ለLTV በሰጠው መጠይቅ ላይ የተነጋረው ነገር ምን ያክል ትክክል ነው? ስለ ህገ መንግስቱ የምታውቁ አካፍሉን እስኪ።	neutral
am_train_03588	ዛሬ ታህሳስ 22፣2012 ዓ.ም እግር ኳስን በሬዲዮ ተመልከቱ በእንግሊዝ ፕሪምየር ሊግ በርንሌይ(Burnley) ከ አስተንቪላ(Aston Villa) ቀን 9:30 ላይ የሚያደርጉትን ጨዋታ…	neutral
am_train_03589	ሰፈራችንን በዚህ ሌሊት ያነቃነቀው መቼም ጎማ ፈንድቶ አይመስለኝም ....ሲነጋ ይታወቃል	neutral
am_train_03590	Yayesew Shimelis ተፈትችያለሁ ብሎ ቢለጥፍም፥ ፌስ ቡክ ገፁ በሱ ቁጥጥር ስር ስለመሆኑ ማረጋገጥ አልቻልኩም፡፡ ስልኩም እንደተዘጋ ነው፡፡ ዱርየዎቹ የሆነ ድራማ እየሰሩ ስላለመሆናቸው እርግጠኛ አይደለሁም፡፡	neutral
am_train_03591	በጁሐር መሐመድ የሚመራው እራሱን ቄሮ ብሎ የሚጠራው ነብሰ ገዳይ ቡድን  በመንግስት እየተረዳ ሕዝብን እያሸበረ ስለሆነ በተባበሩት መንግስታትና በአባሎቹ ከአሸባሪ ሊስት እንዲገባ ቆር…	neutral
am_train_03592	Breaking: ከ10-15 ድርጅቶች የራስን እድል በራስ የመወሰን ሉአላዊ መብትና ስልጣን የሚቀበሉ የፌዴራሊስት ኃይሎች ያቀፈ ታላቅ ሀገራዊ ድርጅት እንደሚመሰረት የኦነግ ቃል አቀባይ አስታወቀ!  Source: OMN	neutral
am_train_03593	የሐሰተኛ መረጃ ስርጭትን ለመከላከል በወጣው ረቂቅ አዋጅ ላይ በህዝብ ተወካዮች ም/ቤት ውይይት እየተካሔደ ነው	neutral
am_train_03594	የአንተስ እናት ምን ትሁን? ወልደችህ እንጂ!	neutral
am_train_03595	አዲስ አመት ደግሞ በታህሳስ አለ እንዴ	neutral
am_train_03596	100ሺ ጀምሮ ይቻላል ግን ለምን ያህል ህዝብ ?	neutral
am_train_03597	በዚህ ሁኔታ ላይ ሳሉ ከአጋቾቹ ስልክ ተደወለ። ስምንት ሕፃናት ይዘናል፤ ለእያንዳንዳቸው 120 ሺህ ብር ይዛችሁ ኑ ሚል ትዕዛዝ ደረሳቸው።  እኛ ድሆች ነን። ብር የለንም፤ ምን…	neutral
am_train_03598	ሳለ መጣ  ወዲህ ሳይሰማ ተላከ ፤ ከዙፋኑ ሳይነቃነቅ ከቦታውም ሳይናወጥ ወረደ ፤ በሁሉ ምሉዕ ሲሆን በማህፀን ተፀነሰ ማህተመ ድንግልናዋን ሳይከፍት ተወለደ። ቅዳሴ ኤዺፋንዮስ ፵፮ ÷ ፶፩…	neutral
am_train_03599	ልጁ ባቡር ነው እንዴ የወደደው?! ሸከተፍ ሸከተፍ (ይዤ-ከተፍ) የሚለው እኔ እማውቀው የድሮ ባቡር ነው :)	neutral
am_train_03600	የሰው ልጅ ገነት መግባት ይፈልጋል መሞት ግን አይፈልግም!!!	neutral
am_train_03601	ልጅቷ የደህና ነሽ እንዴት ነሸ ዘመን ከሆነች ተበልተሃል። ካልሆነ አፖስቶ ነው :)	neutral
am_train_03602	በባህላችን መሰረት በጽዋ ማህበርና በዕቁብ በመደገፍ ህብረተሰቡ ለራሱና ለወገኑ የሚማልድበት ለድጋፍም የሚመክርበት ቤተ-ክርስቲያን እንዲያንጽ ለጠነሰሱ:  ላስተባበሩና ለተሳተፉ ሁሉ ም…	neutral
am_train_03603	ሳሊተ ምህረት !!	neutral
am_train_03604	በኢትዬ አሜሪካ ወታደራዊ ትብብር ከአሜሪካ አቻቸውጋር ለመምከር የመከላከያ ሚኒስትሩ ለማ መገርሳ ለይፋዊ የስራ ጉብኝት አሜሪካ ገቡ።	neutral
am_train_03605	አንበሳማ ሰው ሰፈር ሄዶም ያሸንፋል:: እውነት ለመናገር አርሰናሎች ወደ ቀደመው አሸናፊነታቸው ቢመለሱ ምኞቴ ነው:: አርቴታ ምናልባት ይሳካለት ይሆናል::	neutral
am_train_03606	ከማንም ጋር እኩል አይደለም ሁሉም ግለሰብ የተለየ ነው።         እኩልነት ወደ ሰው ልጅ አእምሮ ሰርስሮ የገባ እጀግ አፍራሽ የሆነ ሃሳብ እንደሆነ ልነግራችሁ እወዳለሁ   ልዩ ስለመሆናችሁ…	neutral
am_train_03607	ነገሮች እንዳሁኑ የሚሄዱ ከሆነ (በፖለቲካችን እርግጠኛ መሆን ባልችልም) የሚቀር አይመስለኝም እሱ ነገር።	neutral
am_train_03608	እና እኔ ወንድ ናት አልኩኝ?	neutral
am_train_03609	የእውቀት ደሃ እና የራሳቸውን ኑሮ ማሸነፍ ያቃታቸው ግለሰቦች መሰባሰብያ ሆኗል። ልደቱ አያሌው what an example	neutral
am_train_03610	ምን በወጣኝ እቆማለሁ? ቁጭ ብዬ ማየት ነዋ!!!	neutral
am_train_03611	ባለፈው አንድ አመት ውስጥ ሚዲያዎች ግጭቶችን  እንዴት ዘገቡ?	neutral
am_train_03612	ምንም ሳያገናዝቡ የቆጥ የባጡን በሚዘላብዱት ስትበሳጭ ዝም ማለትም አስተዋፅኦ ነው ትላለች ውዴ:: እንኩዋንም ይህን አይታ አልተበሳጨች::	neutral
am_train_03613	አማራ ብሄር ነው ወይስ ሃይማኖት ግራ ገባን እኮ ጎበዝ	neutral
am_train_03614	ስራ ከሌለው ግን ምንድን ነው የሚሰራው?????	neutral
